Food,Category,Amount,Calories,Carbs(in g),Fat(in g),Protein(in g),Meal_type,Region,Type,Categories
Indian (Navajo) Fry Bread,Generic," 10.5 "" diameter",269,58,15,11,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Indian Okra Fry (Bhindi),Homemade, 1 cup cooked,182,20,11,4,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Capsicum and Potato Fry,Indian, 1 cup cooked,123,15,7,1,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Cabbage Fry Indian,Home Cooked, 0.5 cup cooked,120,19,4,5,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chilli Chicken Fry,Homemade Indian, 1 cup cooked,212,24,12,16,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Indian (Native) Fry Bread,Homemade," 5 "" diameter",296,5,9,6,Lunch/Dinner,All Indian,Vegetarian,Healthy
Chicken Ghee Roast,Homemade, 1 serving,591,8,32,66,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
chicken ghee roast masala,chakrika, 50 gram,340,39,16,11,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Ghee Roast Dosa,Generic, 1 dosa,250,25,26,5,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ghee, 1 tsp,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
chicken ghee roast masala,chakrikas, 50 gram,340,39,16,11,Lunch/Dinner,South Indian,Non Vegetarian,Healthy
Ghee,Cow Ghee, 0.5 cup,680,0,76,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee Roast Peanut,Dev, 1 gram,611,25,46,26,Lunch/Dinner,South Indian,Vegetarian,Healthy
Roast garlic ghee,Dosha, 10 g,85,0,10,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ghee (Clarified Butter), 1 Tbsp,135,0,15,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
ghee ,organic ghee, 1 tablespoon,117,0,13,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ghee primal, 10 grams,135,0,15,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Organic Valley Ghee, 1 Teaspoon,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Vital Ghee, 1 tablespoon,112,0,13,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,PATANJALI COWS GHEE, 100 gram,898,0,100,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Amul cow ghee, 1 tbsp,130,0,14,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Brars ghee, 2 tsp,90,0,10,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Manteiga ghee,Ghee banqueteria, 5 grama,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Spicy Green Ghee Roast,Chakrika, 1 bowl,297,34,14,10,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ambar Ghee, 30 gr.,112,0,13,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Chitale Ghee, 100 ml,818,1,91,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee Roast Dosa,Generic, 1 dosa,250,25,26,5,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ghee, 1 tsp,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Chicken Ghee Roast,Homemade, 1 serving,591,8,32,66,Lunch/Dinner,South Indian,Non Vegetarian,Healthy
chicken ghee roast masala,chakrika, 50 gram,340,39,16,11,Lunch/Dinner,South Indian,Non Vegetarian,Healthy
Ghee,Cow Ghee, 0.5 cup,680,0,76,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee Roast Peanut,Dev, 1 gram,611,25,46,26,Lunch/Dinner,South Indian,Vegetarian,Healthy
Roast garlic ghee,Dosha, 10 g,85,0,10,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ghee (Clarified Butter), 1 Tbsp,135,0,15,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
ghee ,organic ghee, 1 tablespoon,117,0,13,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ghee primal, 10 grams,135,0,15,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Organic Valley Ghee, 1 Teaspoon,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Vital Ghee, 1 tablespoon,112,0,13,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,PATANJALI COWS GHEE, 100 gram,898,0,100,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Roast Prawn Paste (น้ำพริกกุ้งเสียบ),Dished, 1 cup,45,5,0,5,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Amul cow ghee, 1 tbsp,130,0,14,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
chicken ghee roast masala,chakrikas, 50 gram,340,39,16,11,Lunch/Dinner,South Indian,Non Vegetarian,Healthy
Ghee,Brars ghee, 2 tsp,90,0,10,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Manteiga ghee,Ghee banqueteria, 5 grama,45,0,5,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Spicy Green Ghee Roast,Chakrika, 1 bowl,297,34,14,10,Lunch/Dinner,South Indian,Vegetarian,Healthy
Ghee,Ambar Ghee, 30 gr.,112,0,13,0,Lunch/Dinner,South Indian,Vegetarian,Healthy
Pork Vindaloo,Scooie's, 100 g,90,0,0,0,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Bistromd, 1 Package,300,33,6,27,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Aramark, 0.5 cup,137,10,5,13,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Chutney Joe's, 8 oz cooked,290,11,13,36,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
pork vindaloo,chef, 1 cup,930,0,33,0,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,"Cooking Light, 1 C pork"," 1 C pork, 3/4 C rice",392,52,8,31,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Fpcr, 1 serving,226,4,10,30,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Sprig, 1 container,720,52,33,52,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,My Recipes, 1 cup pork mixture + 1/2 cup rice + tsp. cilantro,379,36,7,38,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Bistro Md, 1 pacakge,300,33,6,27,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Sodexo Campus, 1 Entree,320,16,18,24,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo Plate,Sodexo Campus, 1 Entree,320,16,18,24,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Vindaloo Pork,Thermomix, 300 grams,980,50,61,57,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Dosa, 4 oz,261,5,11,35,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Guckenheimer, 1 order,330,13,18,28,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Curried Pork With Vindaloo,Penzeys, 0.75 c,300,9,20,23,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Central Market, 1 dinner,920,78,40,60,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Grinnell College, 6 oz,280,5,17,27,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Cassiopeia - Pork Vindaloo,Epic, 1 entree,319,30,10,27,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Pork Vindaloo,Pete's Paleo, 1 Packet,535,5,32,52,Lunch/Dinner,North Indian,Non Vegetarian,Healthy
Indian Pork Curry,Lose Baby Weight, 1 bowl,390,38,8,27,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Tofu Indian Curry,Svadesha Indian Curry Tofu, 100 g,137,1,9,12,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Lamb Curry,Indian, 8 serving,190,4,11,18,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Kofta Curry,Indian, 235 g,256,11,11,27,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chickpea Curry,Indian, 0.5 Cup,161,24,4,7,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Catfish Curry,Indian, 0.5 cup cooked,81,7,4,6,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Cod Curry,Indian, 4 oz,227,11,8,24,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Indian Curry,Brunch, 100 g,212,11,17,4,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
vegan indian curry,indian curry, 400 grams,632,114,20,17,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Marrow Curry,Indian, 1 serving,161,6,14,2,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Lamb Curry - Indian,Bukhara Indian, 1 cup,257,4,14,28,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
south indian pork curry,jeyel's, 100 gram,98,8,7,2,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Mutton Curry,Indian Mutton Curry, 1 cup,271,20,17,13,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Indian Curry,Valess, 100 g,178,17,7,10,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Curry,Indian Food, 100 G,100,15,5,3,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
curry,vegan Indian curry, 1 container,370,53,15,8,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Curry Fish Head,Indian Curry, 200 g,1183,42,77,77,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
South Indian Style Prawn Curry,Indian, 3 oz (85g),84,0,1,18,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Indian Chicken Curry,Generic Indian Restaurant, 1 cup cooked (about 8 oz),300,11,16,27,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
indian curry paste,indian curry paste, 100 gram,295,18,22,3,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Fish Biriyani,Daily Delight, 1 package,430,46,16,24,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chicken Biriyani,Chicken Biriyani, 1 Full,200,57,12,19,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Fish Biriyani,Prep Kitchen, 1 unit,742,111,4,52,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Beef Biriyani,Khazana Biriyani, 1 plate,349,48,7,21,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chicken Biriyani,KYF, 368 g,457,67,13,23,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Mutton Biriyani,Generic, 300 g,651,81,24,32,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chicken Biriyani ,Generic, 1 cup,396,55,12,25,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Lamb Biriyani,12wbt, 1 serve,409,37,11,37,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Vegetable Biriyani,Sainsburys, 350 g,397,50,16,10,Lunch/Dinner,All Indian,Vegetarian,Healthy
Vegetable Biriyani,Homemade, 0.75 cup,128,14,7,3,Lunch/Dinner,All Indian,Vegetarian,Healthy
Lamb Biriyani,Indian, 2 cups,417,27,24,24,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chicken Biriyani,Homemade, 0.5 Cup,150,25,3,10,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Veg Biriyani,Swad, 100 g,169,29,4,4,Lunch/Dinner,All Indian,Vegetarian,Healthy
Vegetable Biriyani,Shana, 150 g (1 package),250,55,9,8,Lunch/Dinner,All Indian,Vegetarian,Healthy
Chicken Biriyani,Tesco, 500 g,730,92,25,35,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Cauliflower Biriyani,Indian, 2 cups,384,60,12,9,Lunch/Dinner,All Indian,Vegetarian,Healthy
Type of Biriyani,Karnataka Donne Biriyani, 1 Full,350,0,0,0,Lunch/Dinner,All Indian,Vegetarian,Healthy
Biriyani,Ready to eat biriyani, 1 cup,182,22,7,8,Lunch/Dinner,All Indian,Vegetarian,Healthy
Veg Biriyani,Sanskriti, 0.5 pack,280,40,10,8,Lunch/Dinner,All Indian,Vegetarian,Healthy
Biriyani Sauce,Pataks, 0.5 Jar 500g,127,0,0,0,Lunch/Dinner,All Indian,Vegetarian,Healthy
Homemade Prawn Biriyani,Generic, 1 cup cooked,295,34,17,7,Lunch/Dinner,All Indian,Vegetarian,Healthy
Chicken Biriyani,Chicken Biriyani, 1 Full,200,57,12,19,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Beef Biriyani,Khazana Biriyani, 1 plate,349,48,7,21,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Prawn Biriyani,Sainsbury's Be Good to Yourself, 400 g,318,49,3,18,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chicken Biriyani,KYF, 368 g,457,67,13,23,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Mutton Biriyani,Generic, 300 g,651,81,24,32,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chicken Biriyani ,Generic, 1 cup,396,55,12,25,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Lamb Biriyani,12wbt, 1 serve,409,37,11,37,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Vegetable Biriyani,Sainsburys, 350 g,397,50,16,10,Lunch/Dinner,All Indian,Vegetarian,Healthy
Vegetable Biriyani,Homemade, 0.75 cup,128,14,7,3,Lunch/Dinner,All Indian,Vegetarian,Healthy
Lamb Biriyani,Indian, 2 cups,417,27,24,24,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chicken Biriyani,Homemade, 0.5 Cup,150,25,3,10,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Veg Biriyani,Swad, 100 g,169,29,4,4,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Vegetable Biriyani,Shana, 150 g (1 package),250,55,9,8,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Chicken Biriyani,Tesco, 500 g,730,92,25,35,Lunch/Dinner,All Indian,Non Vegetarian,Healthy
Cauliflower Biriyani,Indian, 2 cups,384,60,12,9,Lunch/Dinner,All Indian,Vegetarian,Healthy
Type of Biriyani,Karnataka Donne Biriyani, 1 Full,350,0,0,0,Lunch/Dinner,All Indian,Vegetarian,Healthy
Biriyani,Ready to eat biriyani, 1 cup,182,22,7,8,Lunch/Dinner,All Indian,Vegetarian,Healthy
Veg Biriyani,Sanskriti, 0.5 pack,280,40,10,8,Lunch/Dinner,All Indian,Vegetarian,Healthy
Biriyani Sauce,Pataks, 0.5 Jar 500g,127,0,0,0,Lunch/Dinner,All Indian,Vegetarian,Healthy
Chitranna,Homemade, 1 Plate,323,58,6,11,Breakfast,All Indian,Vegetarian,Healthy
Chitranna,Mom's Recepie, 1 cup,215,22,9,7,Breakfast,All Indian,Vegetarian,Healthy
the Most Accurate One!,Generic Chitranna, 1 cup,100,1,1,50,Breakfast,All Indian,Vegetarian,Healthy
Set Dosa,Generic, 6 inch,375,23,8,8,Breakfast,All Indian,Vegetarian,Healthy
Homemade,Set Dosa, 1 small,170,36,0,5,Lunch/Dinner,All Indian,Vegetarian,Healthy
dosa,ragi dosa, 1 cup,126,0,0,0,Breakfast,All Indian,Vegetarian,Healthy
Cheese Dosa,Dosa-cheese Dosa, 1 Dosa,175,4,15,7,Breakfast,All Indian,Vegetarian,Healthy
Rice Dosa,Dosa, 3 Cooked,203,20,0,0,Breakfast,All Indian,Vegetarian,Healthy
Spring Dosa,Spring Dosa, 1 pc,581,52,41,8,Breakfast,All Indian,Vegetarian,Healthy
dosa,dosa podi, 51 gms,180,40,0,5,Breakfast,All Indian,Vegetarian,Healthy
Janak - Dosa,Janak - Dosa, 1 dosa,80,15,2,2,Breakfast,All Indian,Vegetarian,Healthy
Shezwan Sada Dosa,Dosa, 1 plate,157,30,3,5,Breakfast,All Indian,Vegetarian,Healthy
Homemade Wheat Dosa,Wheat Dosa, 2 dosa,149,22,5,3,Breakfast,All Indian,Vegetarian,Healthy
Masala Dosa,Masala Dosa, 1 컵,140,22,5,4,Breakfast,All Indian,Vegetarian,Healthy
Dosa,Dosa, 30 gram,117,23,1,4,Breakfast,All Indian,Vegetarian,Healthy
Millet Dosa (Bajra Dosa),Homemade, 1 cooked (2.4oz),70,17,0,2,Breakfast,All Indian,Vegetarian,Healthy
Lentil Dosa,Homemade Ada Dosa, 1 dosa,120,24,1,3,Breakfast,All Indian,Vegetarian,Healthy
Dosa,Gits, 50 g Uncooked,160,34,0,5,Breakfast,All Indian,Vegetarian,Healthy
Dosa,Dosa  Nirapara, 3 шт,365,79,1,11,Breakfast,All Indian,Vegetarian,Healthy
dosa,annas dosa, 22 .4 gm,82,15,1,3,Breakfast,All Indian,Vegetarian,Healthy
Dosa,Dosa batter, 100 g,322,65,1,11,Breakfast,All Indian,Vegetarian,Healthy
Plain,Dosa, 1 Piece,106,18,3,3,Breakfast,All Indian,Vegetarian,Healthy
Unni Appam,Unni Appam, 1 nos,71,13,1,1,Breakfast,All Indian,Vegetarian,Healthy
Appam,Dp, 0.9 oz,27,0,0,0,Breakfast,All Indian,Vegetarian,Healthy
Appam,Generic, 1 appam,120,20,10,0,Breakfast,All Indian,Vegetarian,Healthy
Pal Appam,Homemade, 1 piece,85,15,3,1,Breakfast,All Indian,Vegetarian,Healthy
Idi Appam,Homemade, 1 plate,160,32,0,3,Breakfast,All Indian,Vegetarian,Healthy
Kerala Appam,Neveah's, 1 Appam,88,15,3,1,Breakfast,South Indian,Vegetarian,Healthy
Appam,Arogya, 100 g,204,45,1,3,Breakfast,All Indian,Vegetarian,Healthy
appam,Elite, 3.5 1 gram,160,35,0,3,Breakfast,All Indian,Vegetarian,Healthy
right appam,Elite, 45 gram,160,35,0,3,Breakfast,All Indian,Vegetarian,Healthy
Appam,South Indian/Tamil, 1 serving,170,0,0,0,Breakfast,All Indian,Vegetarian,Healthy
Tamilian Vella Appam,Generic, 2 ( palm sized),222,25,12,3,Breakfast,All Indian,Vegetarian,Healthy
Breakfast,Sooji Appam, 1 cup (240g),163,26,4,6,Breakfast,All Indian,Vegetarian,Healthy
Appam Podi ,Eastern, 100 gram,386,87,0,9,Breakfast,All Indian,Vegetarian,Healthy
Appam Batter,Saracanan, 100 gram,204,45,1,3,Breakfast,All Indian,Vegetarian,Healthy
Appam batter,CES  gees, 50 g,115,22,1,4,Breakfast,All Indian,Vegetarian,Healthy
"Appam, idiappam - pathiri",Periyar, 100 g,360,78,1,8,Breakfast,South Indian,Vegetarian,Healthy
Appam/ Idiyappam podi,Brahmins Idiyappam, 100 gram,430,56,15,17,Breakfast,All Indian,Vegetarian,Healthy
Kuzhi Appam (13 Gms),Homemade, 1 piece,31,6,0,2,Breakfast,All Indian,Vegetarian,Healthy
Appam Batter,South Indian, 1 kg,279,53,5,4,Breakfast,All Indian,Vegetarian,Healthy
Appam With Coconut Milk,Saravana Bhavan, 1 Piece,248,35,9,6,Breakfast,All Indian,Vegetarian,Healthy
Puliogare,Generic, 2 cups,212,42,3,4,Breakfast,All Indian,Vegetarian,Healthy
Puliogare (Correct),Mtr, 1 tbsp,45,6,2,1,Breakfast,All Indian,Vegetarian,Healthy
Puliogare Powder,Mtr, 1 tbsp (14.29g),97,6,3,1,Breakfast,All Indian,Vegetarian,Healthy
Puliogare Paste,Mtr, 17 g,85,5,7,0,Breakfast,All Indian,Vegetarian,Healthy
Puliogare (Spiced) Paste,Mtr, 1 tbsp,70,6,5,1,Breakfast,All Indian,Vegetarian,Healthy
Puliogare Paste Masala Paste,Mtr, 0.083 pack,96,5,8,1,Breakfast,All Indian,Vegetarian,Healthy
Puliogare Rice,GRB, 1 tbs,60,6,3,2,Breakfast,All Indian,Vegetarian,Healthy
the Most Accurate One!,Generic Puliogare, 1 cup,100,1,1,50,Breakfast,All Indian,Vegetarian,Healthy
Masala puliogare powder (spiced powder for rice),MTR, 1 tpsp,50,6,2,1,Breakfast,All Indian,Vegetarian,Healthy
Rasam,Rasam, 1 Tsp,10,1,1,1,Lunch,South Indian,Vegetarian,Healthy
"Rasam - Tomato, Garlic Lemon",Rasam, 1 cup,45,5,3,2,Lunch,South Indian,Vegetarian,Healthy
Rasam,Homemade, 1 Cup,70,13,1,2,Lunch,South Indian,Vegetarian,Healthy
Rasam,Vish, 1 Serving - 100 ml,25,5,1,1,Lunch,South Indian,Vegetarian,Healthy
Rasam,1 Minute Rasam, 100 gram,263,40,7,10,Lunch,South Indian,Vegetarian,Healthy
Rasam,Rass, 100 grams,12,2,0,0,Lunch,South Indian,Vegetarian,Healthy
Rasam,Nourish, 1.5 cups,200,30,6,11,Lunch,South Indian,Vegetarian,Healthy
Rasam,Mom's Food, 1 cup,100,0,4,3,Lunch,South Indian,Vegetarian,Healthy
Rasam Rice,Mtr, 100 gms,57,11,1,1,Lunch,South Indian,Vegetarian,Healthy
Rasam,Maiyas, 1 cup,296,48,7,11,Lunch,South Indian,Vegetarian,Healthy
Tomato Rasam,Homemade, 1 cup,86,13,1,5,Lunch,South Indian,Vegetarian,Healthy
Tomato Rasam,Home, 1 Cup,86,13,1,5,Lunch,South Indian,Vegetarian,Healthy
"Rasam - Dal Water, Ghee Tadka, Coriander",Homemade-Rasam, 1 cup cooked,60,0,0,0,Lunch,South Indian,Vegetarian,Healthy
Rasam Power,Mtr Rasam Powder, 1 tablespoon,44,5,2,2,Lunch,South Indian,Vegetarian,Healthy
Rasam,Xpress, 100 gram,296,48,7,11,Lunch,South Indian,Vegetarian,Healthy
Tomato Rasam,Gv, 1 cup,45,15,2,5,Lunch,South Indian,Vegetarian,Healthy
Rasam powder,Sakthi Rasam Powder, 5 tablespoon,95,13,3,4,Lunch,South Indian,Vegetarian,Healthy
Rasam Soup,Saf, 1 bowl,49,1,2,7,Lunch,South Indian,Vegetarian,Healthy
Rasam,Gits, 1 tbsp uncooked,40,5,2,2,Lunch,South Indian,Vegetarian,Healthy
Lemon Rasam Soup,Waitrose, 0.5 pot,146,16,4,11,Lunch,South Indian,Vegetarian,Healthy
Medium Pizza,Dominoes, 4 slices,960,92,48,40,Snacks,All Indian,Vegetarian,Unhealthy
Supreme Pizza,Dominoes, 67 g,149,18,5,7,Snacks,All Indian,Vegetarian,Unhealthy
Sausage Pizza,Dominoes, 1 Slice,320,36,14,12,Snacks,All Indian,Vegetarian,Unhealthy
Cheese Pizza,Dominoes, 1 slice,290,19,14,10,Snacks,All Indian,Vegetarian,Unhealthy
Hawaienne,Dominoes Pizza, 100 g,198,23,7,10,Snacks,All Indian,Vegetarian,Unhealthy
Deluxe Pizza,Dominoes, 1 Piece,143,21,7,7,Snacks,All Indian,Vegetarian,Unhealthy
Hawaiin Pizza,Dominoes, 70 grams,140,22,3,7,Snacks,All Indian,Vegetarian,Unhealthy
Vegetable Pizza,Dominoes, 1 slice,188,0,0,0,Snacks,All Indian,Vegetarian,Unhealthy
Spiniach Pizza,Dominoes, 1 slice,194,26,7,7,Snacks,All Indian,Vegetarian,Unhealthy
Feast Pizza,Dominoes, 1 slice,350,30,15,10,Snacks,All Indian,Vegetarian,Unhealthy
pepperoni pizza ,dominoes, 1 pizza,1239,0,0,0,Snacks,All Indian,Vegetarian,Unhealthy
3-ingredient Pizza,Dominoes, 135 grams (1 slice L),270,34,10,10,Snacks,All Indian,Vegetarian,Unhealthy
Pizza Sauce Large,Dominoes, 1 slice (slice = 21g),15,2,0,0,Snacks,All Indian,Vegetarian,Unhealthy
Italian Sandwich,Dominoes Pizza, 1 sandwich,820,70,41,41,Snacks,All Indian,Vegetarian,Unhealthy
Garlic Bread Pizza,Dominoes, 2 slices,274,31,10,17,Snacks,All Indian,Vegetarian,Unhealthy
Pizza/ Pepperoni & Pineapple,Dominoes, 0.125 slice,215,26,9,8,Snacks,All Indian,Vegetarian,Unhealthy
Pepperoni Medium Pizza,Dominoes, 1 slice,220,28,14,12,Snacks,All Indian,Vegetarian,Unhealthy
Chicken Onion Pizza,Dominoes, 1 slice,195,25,7,9,Snacks,All Indian,Vegetarian,Unhealthy
Meatzza Pizza Large,Dominoes, 1 slice (12Grams),370,37,17,17,Snacks,All Indian,Vegetarian,Unhealthy
Margheurita Pizza Slice,Dominoes, 350 g,133,0,0,0,Snacks,All Indian,Vegetarian,Unhealthy
Pizza,Pizza Hut, 1 slice,300,35,12,13,Snacks,All Indian,Vegetarian,Unhealthy
Pizza Hut - Tartiflette,Pizza Hut, 300 g,723,96,23,34,Snacks,All Indian,Vegetarian,Unhealthy
Pizza Hut Large Pepperoni Pizza,Pizza Hut, 1 slice,270,28,12,11,Snacks,All Indian,Vegetarian,Unhealthy
Pizza Cookie,Pizza Hut, 1 piece,180,24,9,2,Snacks,All Indian,Vegetarian,Unhealthy
Taco Pizza,Pizza Hut, 1 slice,300,36,12,12,Snacks,All Indian,Vegetarian,Unhealthy
Personal Pizza,Pizza Hut, 4 slices,620,68,28,25,Snacks,All Indian,Vegetarian,Unhealthy
Supreme Pizza,Pizza Hut, 1 slice,290,27,14,12,Snacks,All Indian,Vegetarian,Unhealthy
Hawaiian Pizza Hut,Pizza, 1 slice,175,24,5,9,Snacks,All Indian,Vegetarian,Unhealthy
Pizza Slider,Pizza Hut, 1 piece,260,30,11,9,Snacks,All Indian,Vegetarian,Unhealthy
Pizza Rolls,Pizza Hut, 1 roll,220,24,10,10,Snacks,All Indian,Vegetarian,Unhealthy
Pizza,Pizza Hut, 100 g,275,29,11,13,Snacks,All Indian,Vegetarian,Unhealthy
Sausage Pizza (,Pizza Hut, 1 slice,350,39,15,15,Snacks,All Indian,Vegetarian,Unhealthy
Hawaian Pizza,Pizza Hut, 1 slice (medium 97g),230,28,9,10,Snacks,All Indian,Vegetarian,Unhealthy
Peperoni Pizza,Pizza Hut, 2 slice,260,20,13,11,Snacks,All Indian,Vegetarian,Unhealthy
Tuna Pizza,Pizza Hut, 1 pizza,939,108,28,48,Snacks,All Indian,Vegetarian,Unhealthy
Pizza Capriciosa,Pizza Hut, 520 g,1009,95,42,63,Snacks,All Indian,Vegetarian,Unhealthy
Pizza Hawaii,Pizza Hut, 1 slice,230,28,9,10,Snacks,All Indian,Vegetarian,Unhealthy
Pizza Vegetariana,Pizza Hut, 100 g,180,27,6,10,Snacks,All Indian,Vegetarian,Unhealthy
Vegetable Pizza,Pizza Hut, 1 large,180,23,6,26,Snacks,All Indian,Vegetarian,Unhealthy
Barbeque Pizza,Pizza Hut, 1 slice,380,36,17,0,Snacks,All Indian,Vegetarian,Unhealthy
Kurmura Ladoo (Puffed Rice Ball),Indian, 1 ball,85,20,0,2,Snacks,All Indian,Vegetarian,Healthy
Rice ball,Rice ball, 1 ball,192,0,0,0,Snacks,All Indian,Vegetarian,Healthy
rice ball,sushi rice ball, 1 pack,173,34,2,6,Snacks,All Indian,Vegetarian,Healthy
Rice ball,Tuna rice ball, 1 ball,162,33,2,4,Snacks,All Indian,Vegetarian,Healthy
Rice  ball,Salmon rice ball, 1 piece,235,42,5,7,Snacks,All Indian,Vegetarian,Healthy
Rice ball,Teriyaki rice ball, 1 cup,266,42,9,6,Snacks,All Indian,Vegetarian,Healthy
"Ladoo, Round Ball, Indian Dessert",Poonam," 1 Ball (1-3/4"")",246,44,6,4,Snacks,All Indian,Vegetarian,Healthy
Indian Parboiled Rice,Indian Parboiled Rice, 1 cup,194,41,1,5,Snacks,All Indian,Vegetarian,Healthy
